"Sottosistema","Unita","Riferimenti","Classificazione","CandidatiTrovati","PercorsiCandidati","PercorsoEsplicitoEsempio"
"Tubazioni","CopiaLetturadisegno3d","3","Ambigua: piu copie omonime","11","C:\DOCUMENTI\sd\sorgenti\bm-sd\lettura\copialetturaDisegno3d.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\lettura\codeg\copialetturaDisegno3d.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\copialetturadisegno3d.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\temp\copialetturadisegno3d.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\temp\semplificate\copialetturadisegno3d.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\Copia di 3D\copialetturadisegno3d.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Copia di 3D\copialetturadisegno3d.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\3D\copialetturadisegno3d.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\3D\temp\copialetturadisegno3d.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\3D\temp\semplificate\copialetturadisegno3d.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Copia di 3D\copialetturadisegno3d.pas",
"Tubazioni","copiavariabiligenerali","3","Ambigua: piu copie omonime","7","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\copiaVariabiliGenerali.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\estivo\CopiaVariabiligenerali.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\estivo\codeg\CopiaVariabiligenerali.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\estivo_13\CopiaVariabiligenerali.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\lettura\codeg\CopiaVariabiliGenerali.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\lettura\salvataggio\CopiaVariabiliGenerali.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\utils\CopiaVariabiliGenerali.pas",
"Tubazioni","creadbt","1","Ambigua: piu copie omonime","9","C:\DOCUMENTI\sd\sorgenti\bm-sd\GENERA\gestione\generati\CreadbT.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\gestioneclienti\generati\CreadbT.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\GENERATI\CreadbT.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\GENERATI vecchio\CreadbT.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\progetto test con multitabelle\GENERATI\CreadbT.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\progetto test con multitabelle\GENERATI\CreadbT.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\3D\GENERATI\CreadbT.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\3D\GENERATI vecchio\CreadbT.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\progetto test con multitabelle\GENERATI\CreadbT.pas",
"Tubazioni","DbTablesQ","3","Ambigua: piu copie omonime","2","C:\DOCUMENTI\sd\sorgenti\bm-sd\componenti\componenete aggiuntivo kbmtable\dbtablesQ.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\componenti\kbmmem\dbtablesQ.pas",
"Tubazioni","DEFUTI","2","Ambigua: piu copie omonime","8","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\DEFUTI.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\DEFUTI.PAS | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\Tubi\oldTubi\CONVERTI\DEFUTI.PAS | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\Tubi\oldTubi\grafo\GTUBI\DEFUTI.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Tubi\oldTubi\CONVERTI\DEFUTI.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Tubi\oldTubi\grafo\GTUBI\DEFUTI.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Tubi\oldTubi\CONVERTI\DEFUTI.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Tubi\oldTubi\grafo\GTUBI\DEFUTI.PAS",
"Tubazioni","demo","1","Ambigua: piu copie omonime","3","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\DEMO.PAS | C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\DEMO.PAS | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\DemosLCL\meshes\actor\demo.pas",
"Tubazioni","disedificio","1","Ambigua: piu copie omonime","8","C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\3D\disedificio.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\disedificio.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\temp\semplificate\disedificio.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\Copia di 3D\DisEdificio.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Copia di 3D\DisEdificio.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\3D\disedificio.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\3D\temp\semplificate\disedificio.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Copia di 3D\DisEdificio.pas",
"Tubazioni","ECore","1","Ambigua: piu copie omonime","8","C:\DOCUMENTI\bmsistemi\drivep\Comp\Source\EurekaLog 4\Delphi6\ECore.pas | C:\DOCUMENTI\bmsistemi\drivep\Comp\Source\EurekaLog 4\Delphi9\ECore.pas | C:\DOCUMENTI\bmsistemi\drivep\Comp\Source\EurekaLog 4\EurekaLog 4\Delphi6\ECore.pas | C:\DOCUMENTI\bmsistemi\drivep\Comp\Source\EurekaLog 4\EurekaLog 4\Delphi9\ECore.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\Comp\Source\EurekaLog 4\Delphi6\ECore.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\Comp\Source\EurekaLog 4\Delphi9\ECore.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\Comp\Source\EurekaLog 4\EurekaLog 4\Delphi6\ECore.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\Comp\Source\EurekaLog 4\EurekaLog 4\Delphi9\ECore.pas",
"Tubazioni","Enter","1","Ambigua: piu copie omonime","11","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\ENTER.PAS | C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\ENTER.PAS | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\Tubi\oldTubi\ENTER.PAS | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\Tubi\oldTubi\INPGRAF\ENTER.PAS | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\Tubi\oldTubi\INPGRAF\TUBISPIR\ENTER.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Tubi\oldTubi\ENTER.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Tubi\oldTubi\INPGRAF\ENTER.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Tubi\oldTubi\INPGRAF\TUBISPIR\ENTER.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Tubi\oldTubi\ENTER.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Tubi\oldTubi\INPGRAF\ENTER.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Tubi\oldTubi\INPGRAF\TUBISPIR\ENTER.PAS",
"Tubazioni","ExceptionLog","2","Ambigua: piu copie omonime","8","C:\DOCUMENTI\bmsistemi\drivep\Comp\Source\EurekaLog 4\Delphi6\ExceptionLog.pas | C:\DOCUMENTI\bmsistemi\drivep\Comp\Source\EurekaLog 4\Delphi9\ExceptionLog.pas | C:\DOCUMENTI\bmsistemi\drivep\Comp\Source\EurekaLog 4\EurekaLog 4\Delphi6\ExceptionLog.pas | C:\DOCUMENTI\bmsistemi\drivep\Comp\Source\EurekaLog 4\EurekaLog 4\Delphi9\ExceptionLog.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\Comp\Source\EurekaLog 4\Delphi6\ExceptionLog.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\Comp\Source\EurekaLog 4\Delphi9\ExceptionLog.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\Comp\Source\EurekaLog 4\EurekaLog 4\Delphi6\ExceptionLog.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\Comp\Source\EurekaLog 4\EurekaLog 4\Delphi9\ExceptionLog.pas",
"Tubazioni","Funz_reti","3","Ambigua: piu copie omonime","8","C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\Funz_reti.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\vittorio to\Funz_reti.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\Vtittorio To2\Funz_reti.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\vittorio to\Funz_reti.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Vtittorio To2\Funz_reti.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\3D\Funz_reti.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\vittorio to\Funz_reti.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Vtittorio To2\Funz_reti.pas",
"Tubazioni","GLBehaviours","1","Ambigua: piu copie omonime","3","C:\DOCUMENTI\sd\sorgenti\bm-sd\GLScene\Source\GLBehaviours.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\Source\GLBehaviours.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene2007\Source\GLBehaviours.pas",
"Tubazioni","GLCadencer","1","Ambigua: piu copie omonime","3","C:\DOCUMENTI\sd\sorgenti\bm-sd\GLScene\Source\GLCadencer.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\Source\GLCadencer.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene2007\Source\GLCadencer.pas",
"Tubazioni","GLMisc","2","Ambigua: piu copie omonime","2","C:\DOCUMENTI\sd\sorgenti\bm-sd\GLScene\Source\GLMisc.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene2007\Source\GLMisc.pas",
"Tubazioni","glmovement","1","Ambigua: piu copie omonime","3","C:\DOCUMENTI\sd\sorgenti\bm-sd\GLScene\Source\GLMovement.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\Source\GLMovement.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene2007\Source\GLMovement.pas",
"Tubazioni","GLObjects","2","Ambigua: piu copie omonime","3","C:\DOCUMENTI\sd\sorgenti\bm-sd\GLScene\Source\GLObjects.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\Source\GLObjects.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene2007\Source\GLObjects.pas",
"Tubazioni","GLParticles","1","Ambigua: piu copie omonime","3","C:\DOCUMENTI\sd\sorgenti\bm-sd\GLScene\Source\GLParticles.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\Source\GLParticles.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene2007\Source\GLParticles.pas",
"Tubazioni","GLScene","2","Ambigua: piu copie omonime","3","C:\DOCUMENTI\sd\sorgenti\bm-sd\GLScene\Source\GLScene.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\Source\GLScene.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene2007\Source\GLScene.pas",
"Tubazioni","GLSkydome","1","Ambigua: piu copie omonime","3","C:\DOCUMENTI\sd\sorgenti\bm-sd\GLScene\Source\GLSkydome.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\Source\GLSkydome.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene2007\Source\GLSkydome.pas",
"Tubazioni","GLSpaceText","1","Ambigua: piu copie omonime","3","C:\DOCUMENTI\sd\sorgenti\bm-sd\GLScene\Source\GLSpaceText.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\Source\GLSpaceText.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene2007\Source\GLSpaceText.pas",
"Tubazioni","gltexture","1","Ambigua: piu copie omonime","3","C:\DOCUMENTI\sd\sorgenti\bm-sd\GLScene\Source\GLTexture.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\Source\GLTexture.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene2007\Source\GLTexture.pas",
"Tubazioni","GLWin32Viewer","3","Ambigua: piu copie omonime","3","C:\DOCUMENTI\sd\sorgenti\bm-sd\GLScene\Source\Platform\GLWin32Viewer.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene 1.1 marzo 2011\Source\Platform\GLWin32Viewer.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\glscene2007\Source\Platform\GLWin32Viewer.pas",
"Tubazioni","grafica2d","5","Ambigua: piu copie omonime","7","C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\grafica2d.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\temp\semplificate\grafica2d.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\Copia di 3D\grafica2d.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Copia di 3D\grafica2d.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\3D\grafica2d.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\3D\temp\semplificate\grafica2d.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Copia di 3D\grafica2d.pas",
"Tubazioni","halotp4","1","Ambigua: piu copie omonime","3","C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\Tubi\oldTubi\grafo\GTUBI\HALOTP4.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\Tubi\oldTubi\grafo\GTUBI\HALOTP4.PAS | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\Tubi\oldTubi\grafo\GTUBI\HALOTP4.PAS",
"Tubazioni","headerDllTermico","3","Ambigua: piu copie omonime","8","C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\ChiamateDLL\HeaderDllTermico.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\comuni\HeaderDllTermico.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\ChiamateDLL\HeaderDllTermico.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\comuni\HeaderDllTermico.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\ChiamateDLL\HeaderDllTermico.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\comuni\HeaderDllTermico.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\ChiamateDLL\HeaderDllTermico.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\comuni\HeaderDllTermico.pas",
"Tubazioni","init_cad3d","6","Ambigua: piu copie omonime","6","C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\Init_cad3D.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\temp\Init_cad3D.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\temp\semplificate\Init_cad3D.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\3D\Init_cad3D.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\3D\temp\Init_cad3D.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\3D\temp\semplificate\Init_cad3D.pas",
"Tubazioni","init_l10","1","Ambigua: piu copie omonime","4","C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\init_l10.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\temp\semplificate\init_l10.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\3D\init_l10.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\3D\temp\semplificate\init_l10.pas",
"Tubazioni","kbmMemCSVStreamFormat","1","Ambigua: piu copie omonime","4","C:\DOCUMENTI\bmsistemi\drivep\Comp\Source\Vari\Copia di KbmMemTab\kbmMemCSVStreamFormat.pas | C:\DOCUMENTI\bmsistemi\drivep\Comp\Source\Vari\KbmMemTab\kbmMemCSVStreamFormat.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\Comp\Source\Vari\Copia di KbmMemTab\kbmMemCSVStreamFormat.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\Comp\Source\Vari\KbmMemTab\kbmMemCSVStreamFormat.pas",
"Tubazioni","kbmMemTable","1","Ambigua: piu copie omonime","4","C:\DOCUMENTI\bmsistemi\drivep\Comp\Source\Vari\Copia di KbmMemTab\kbmMemTable.pas | C:\DOCUMENTI\bmsistemi\drivep\Comp\Source\Vari\KbmMemTab\kbmMemTable.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\Comp\Source\Vari\Copia di KbmMemTab\kbmMemTable.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\Comp\Source\Vari\KbmMemTab\kbmMemTable.pas",
"Tubazioni","key","2","Ambigua: piu copie omonime","2","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\key.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\KEY.PAS",
"Tubazioni","LbButton","2","Ambigua: piu copie omonime","4","C:\DOCUMENTI\sd\sorgenti\bm-sd\componenti\lbbutton\LbButton.pas | C:\DOCUMENTI\bmsistemi\drivep\Comp\Source\Vari\LBButton\LbButton.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10 allineamento con emanuela\Componenti\LbButton.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\Comp\Source\Vari\LBButton\LbButton.pas",
"Tubazioni","LbSpeedButton","29","Ambigua: piu copie omonime","4","C:\DOCUMENTI\sd\sorgenti\bm-sd\componenti\lbbutton\LbSpeedButton.pas | C:\DOCUMENTI\bmsistemi\drivep\Comp\Source\Vari\LBButton\LbSpeedButton.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10 allineamento con emanuela\Componenti\LbSpeedButton.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\Comp\Source\Vari\LBButton\LbSpeedButton.pas",
"Tubazioni","LbStaticText","2","Ambigua: piu copie omonime","4","C:\DOCUMENTI\sd\sorgenti\bm-sd\componenti\lbbutton\LbStaticText.pas | C:\DOCUMENTI\bmsistemi\drivep\Comp\Source\Vari\LBButton\LbStaticText.pas | C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10 allineamento con emanuela\Componenti\LbStaticText.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\Comp\Source\Vari\LBButton\LbStaticText.pas",
"Tubazioni","leggidxf","6","Ambigua: piu copie omonime","6","C:\DOCUMENTI\bmsistemi\drivep\prjs\cpi win clima\Versione_10\comuni\Grafica\Leggidxf.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\3D\leggidxf.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10\comuni\Grafica\Leggidxf.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 nuova\comuni\Grafica\Leggidxf.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\3D\leggidxf.pas | C:\DOCUMENTI\bmsistemi\drivepsviluppo\prjs\cpi win clima\versione_10 ripristinata\comuni\Grafica\Leggidxf.pas",
"Tubazioni","LetturaDisegnoBidimensionale","8","Ambigua: piu copie omonime","3","C:\DOCUMENTI\sd\sorgenti\bm-sd\lettura\letturadisegnobidimensionale.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\lettura\codeg\LetturaDisegnoBidimensionale.pas | C:\DOCUMENTI\sd\sorgenti\bm-sd\lettura\salvataggio\Letturadisegnobidimensionale.pas",
