"Sottosistema","Sorgente","Unita","PercorsoEsplicito"
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\interf3d.pas","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\ioduct.pas","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\LOad_d.pas","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\load_p.pas","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\MASKCOMP.PAS","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\OLD1.PAS","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\PEZZI.PAS","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\pezzi3d\uarchpezzi.pas","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\prgduct.pas","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\RuotaSez.pas","Definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\U_05LR.PAS","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\U_079R.PAS","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\U_10RA.PAS","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\U_13CB.PAS","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\U_13RBT.PAS","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\U_15RBT.PAS","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\U_180R.PAS","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\U_271R.PAS","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\U_310F.pas","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\U_31CC.PAS","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\U_362R.PAS","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\U_3710.PAS","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\U_3722.PAS","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\U_3733.pas","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\U_CREA3D.PAS","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\U_CREASC.PAS","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\U_cvcan.pas","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\u_cvcan1.pas","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\U_FUNC0.PAS","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\U_RIDUZ.PAS","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\U_TABELL.PAS","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\U_VARPEZZI.pas","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UCalcolareti.pas","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UNIT1.PAS","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\unitcan.pas","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\IGRIGRO.PAS","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MAIN_W.PAS","DEFINIZ",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MAINST.PAS","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\OLDST.PAS","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\PRNTESTO.PAS","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\TOOLBAR.PAS","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UTILITIE.PAS","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\W_CALC.PAS","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\W_GEST.PAS","definiz",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\pezzi3d\uarchpezzi.pas","definizcan",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\BLOCCO.PAS","defuti",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\DXFOUTU.PAS","defuti",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\ENTER.PAS","defuti",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\INIT_CAR.PAS","defuti",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\INIT_CCA.PAS","defuti",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\INIT_DUC.PAS","defuti",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\INPUTC.PAS","defuti",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\INSER.PAS","defuti",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\LOAD_P.PAS","defuti",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\NOVITDIM.PAS","DEFUTI",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\PROV.PAS","defuti",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\RIDIS_U.PAS","defuti",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\SPAZIO.PAS","defuti",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\U_INPUTC.PAS","defuti",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\VSEZ.PAS","defuti",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\W_ICART.PAS","defuti",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\W_INPUTC.PAS","defuti",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\ENTER.PAS","demo",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\INIT_CAR.PAS","DEMO",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\INIT_CCA.PAS","demo",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\INIT_DUC.PAS","DEMO",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\3dCAD\Uoggetti.pas","Dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\CopiaTabelle.pas","dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\formpezzi.pas","Dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\IncludiTabelle.pas","dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\DFM\INGLESE\MAINEDIT.PAS","Dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\MAINEDIT.PAS","Dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\UPROVA.PAS","Dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\Uprovadim.pas","Dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\UVPEZZI.PAS","Dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\MAIN.PAS","Dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\pezzi3d\U3dsd.pas","Dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\ren Copialibreriagenerale.pas","dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UCalcoloCanDLL.pas","dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\Ucompiladcu.pas","Dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UFDaticalc.pas","Dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UProvacanali.pas","Dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\FINS.PAS","Dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\IGRIGRO.PAS","dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MAIN.PAS","Dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MAINST.PAS","Dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MC4EDIT.PAS","Dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MESSWIN.PAS","Dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\OLDST.PAS","Dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\PRDLL.PAS","Dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\TRMAIN.PAS","Dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UFROM.PAS","Dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UMC4F.PAS","Dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UREC.PAS","Dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UTIGEN.PAS","dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UVKEY.PAS","Dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\estivo\copiaLibreriaGenerale.pas","dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\utils\Geometria.pas","dialogs",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\ORDINA.PAS","do",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UTILITIE.PAS","Enter",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\Compiladcucanali.dpr","ExceptionLog",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\3dCAD\Uoggetti.pas","ExtCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\formpezzi.pas","ExtCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\DFM\INGLESE\MAINEDIT.PAS","ExtCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\MAINEDIT.PAS","ExtCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\UVPEZZI.PAS","ExtCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\MAIN.PAS","ExtCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\pezzi3d\U3dsd.pas","ExtCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MAIN.PAS","ExtCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MAINST.PAS","ExtCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MESSWIN.PAS","ExtCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\OLDST.PAS","ExtCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\PROTOTIP.PAS","ExtCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\TRMAIN.PAS","ExtCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UCEDIFIC.PAS","ExtCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\ULDATI10.PAS","ExtCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UTI_DLF.PAS","ExtCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UVIDEO.PAS","ExtCtrls",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\TRMAIN.PAS","FileCtrl",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\3dCAD\Uoggetti.pas","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\Compiladcucanali.dpr","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\formpezzi.pas","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\ARKPZZ.DPR","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\DFM\INGLESE\MAINEDIT.PAS","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\EDITPZZ.DPR","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\MAINEDIT.PAS","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\PROVA.DPR","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\Provadim.dpr","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\UPROVA.PAS","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\Uprovadim.pas","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\UVPEZZI.PAS","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\VPEZZI.DPR","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\key_old.pas","forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\MAIN.PAS","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\pezzi3d\U3dsd.pas","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\PFdaticalc.dpr","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\Provacanali.dpr","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\ren Copialibreriagenerale.pas","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UCalcoloCanDLL.pas","forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\Ucompiladcu.pas","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UFDaticalc.pas","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UProvacanali.pas","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\CONVRC.DPR","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\EXECSTAM.DPR","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\FINS.PAS","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\KEY.PAS","forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MAIN.PAS","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MAINST.PAS","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MC4EDIT.PAS","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\MESSWIN.PAS","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\OLDST.PAS","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\PPDLL.DPR","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\PRDLL.PAS","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\PROTOTIP.PAS","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\TRMAIN.PAS","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UCEDIFIC.PAS","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UFROM.PAS","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\ULDATI10.PAS","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UMC4F.PAS","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UREC.PAS","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UTI_DLF.PAS","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UTIGEN.PAS","forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UVIDEO.PAS","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\UVKEY.PAS","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\W_MES.DPR","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\W_CALC.DPR","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\W_NCALC.DPR","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\estivo\copiaLibreriaGenerale.pas","Forms",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\pezzi3d\uarchpezzi.pas","funzdim",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UCalcolareti.pas","gestudb",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\pezzi3d\U3dsd.pas","GLBehaviours",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\pezzi3d\U3dsd.pas","GLCadencer",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\3dCAD\Uoggetti.pas","glextrusion",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\3dCAD\Uoggetti.pas","GLMisc",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\pezzi3d\U3dsd.pas","GLMisc",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\pezzi3d\U3dsd.pas","glmovement",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\3dCAD\Uoggetti.pas","GLObjects",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\pezzi3d\U3dsd.pas","GLObjects",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\pezzi3d\U3dsd.pas","GLParticles",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\3dCAD\Uoggetti.pas","GLScene",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\pezzi3d\U3dsd.pas","GLScene",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\pezzi3d\U3dsd.pas","GLSkydome",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\pezzi3d\U3dsd.pas","GLSpaceText",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\3dCAD\Uoggetti.pas","gltexture",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\pezzi3d\U3dsd.pas","gltexture",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\3dCAD\Uoggetti.pas","GLWin32Viewer",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\pezzi3d\U3dsd.pas","GLWin32Viewer",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\DATIDUCT.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\CIPZOOM.PAS","Graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\DAVGLOB.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\DAVINPUT.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\DAVRIDIS.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\DISDIM.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\DISEG.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\EDIT.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\EDITQUO.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\GENPROC.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\GLOBFUNZ.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\INIT.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\INPUTC.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\INSER.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\LOAD_P.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\MUOVI_CU.PAS","Graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\NOVITDIM.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\OLD_GRU.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\OS_GEN.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\OSN_GEN.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\OSNAP.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\OSNAPTRO.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\RIDI.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\RIDIS_U.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\SALVAPI1.PAS","Graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\TRONCO.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\U_INPUTC.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\VERIFICA.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\VSEZ.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\W_ICART.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\W_INPUTC.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\WINTR.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\PRNTESTO.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\UTILS\TOOLBAR.PAS","graph",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\3dCAD\Uoggetti.pas","Graphics",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\formpezzi.pas","Graphics",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\DFM\INGLESE\MAINEDIT.PAS","Graphics",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\MAINEDIT.PAS","Graphics",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\UPROVA.PAS","Graphics",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\Uprovadim.pas","Graphics",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\INPGRAF\UVPEZZI.PAS","Graphics",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\MAIN.PAS","Graphics",
"CanaliAria","C:\DOCUMENTI\sd\sorgenti\bm-sd\CANALI\pezzi3d\U3dsd.pas","Graphics",
